,facility_name,facility_type,address,lat,long,modified_name,google_place_id,num_ratings,avg_rating,W,weighted_rating
10,CHIN LEONG CLINIC,CHAS Clinic,517 WEST COAST ROAD 120517,1.30747684403086,103.7601572777,CHIN LEONG CLINIC 517 WEST COAST ROAD,ChIJH1nQ2-wa2jER1688KExBP44,8.0,3.6,0.005438477226376614,3.4738793103448304
11,CHINATOWN WELLNESS CLINIC,CHAS Clinic,531 UPPER CROSS STREET 050531,1.28439238197795,103.846101472114,CHINATOWN WELLNESS CLINIC 531 UPPER CROSS STREET,ChIJkao7m5EZ2jERFLq5ij8F_3s,5.0,4.2,0.003399048266485384,3.475660118615066
12,CHIRON MEDICAL CLINIC,CHAS Clinic,3 ST. GEORGE'S ROAD 320003,1.32258735163112,103.861107276896,CHIRON MEDICAL CLINIC 3 ST. GEORGE'S ROAD,ChIJm6PZvtYZ2jERuz5OmwHOjz0,14.0,4.0,0.009517335146159076,3.478203485782604
13,CHNG CLINIC AND SURGERY,CHAS Clinic,178 TOA PAYOH CENTRAL 310178,1.33358025833851,103.849264521174,CHNG CLINIC AND SURGERY 178 TOA PAYOH CENTRAL,ChIJj3DP92YX2jERusk-YMqbM_A,13.0,2.8,0.008837525492861998,3.467240324433299
14,CHONG & LIM FAMILY CLINIC,CHAS Clinic,103 GANGSA ROAD 670103,1.37867070866309,103.768538441068,CHONG & LIM FAMILY CLINIC 103 GANGSA ROAD,ChIJu0v59qMR2jERmqqOu4Bg870,10.0,2.8,0.006798096532970768,3.468613246911557
15,CHONG MEDICAL CLINIC,CHAS Clinic,703 BEDOK RESERVOIR ROAD 470703,1.33716507465033,103.91989305506,CHONG MEDICAL CLINIC 703 BEDOK RESERVOIR ROAD,ChIJx561iFk92jER8nplwgZgmDg,1.0,5.0,0.0006798096532970768,3.474227595583584
16,CHONG'S MEDICAL CENTRE,CHAS Clinic,190 CLEMENCEAU AVE 239924,1.29815265418204,103.844111318068,CHONG'S MEDICAL CENTRE 190 CLEMENCEAU AVE,ChIJU25fA5gZ2jERRUq9PpbdiUA,12.0,3.3,0.008157715839564922,3.4717768231791672
17,CHOONG'S CLINIC,CHAS Clinic,480 TAMPINES ST 44 520480,1.36189869571333,103.953613062624,CHOONG'S CLINIC 480 TAMPINES ST 44,ChIJQyDzPQc92jERs7JzNUXyHZU,14.0,3.0,0.009517335146159076,3.468686150636445
18,CHOONG'S CLINIC,CHAS Clinic,21 OLD AIRPORT RD 390021,1.3075861395776,103.88441304265,CHOONG'S CLINIC 21 OLD AIRPORT RD,ChIJXWuVXkcY2jEROQvQSIv3pD0,18.0,3.5,0.012236573759347382,3.473517721934413
19,CHUA CLINIC,CHAS Clinic,678 HOUGANG AVE 8 530678,1.37084076367772,103.884236382226,CHUA CLINIC 678 HOUGANG AVE 8,ChIJk1gSIE8W2jERo3iFNsbPi_I,9.0,3.3,0.006118286879673691,3.47213003117748
20,CHUA CLINIC & SURGERY,CHAS Clinic,769 YISHUN AVE 3 760769,1.42460205341205,103.83322239147,CHUA CLINIC & SURGERY 769 YISHUN AVE 3,ChIJV3dKKBIU2jERtNf0AdZBo4g,10.0,2.7,0.006798096532970768,3.4679334372582598
21,CHUA CLINIC & SURGERY,CHAS Clinic,844 YISHUN ST 81 760844,1.41562517359593,103.835446503405,CHUA CLINIC & SURGERY 844 YISHUN ST 81,ChIJV3dKKBIU2jERtNf0AdZBo4g,10.0,2.7,0.006798096532970768,3.4679334372582598
22,CHUA MEDICO CLINIC LLP,CHAS Clinic,529 ANG MO KIO AVE 10 560529,1.37234358213412,103.85545542764,CHUA MEDICO CLINIC LLP 529 ANG MO KIO AVE 10,ChIJTfn0ReUW2jERuU9OFNu9n4w,42.0,2.1,0.028552005438477225,3.4339823366698727
23,CHUAH CLINIC & SURGERY PTE LTD,CHAS Clinic,113 ALJUNIED AVE 2 380113,1.32052595944466,103.886159306963,CHUAH CLINIC & SURGERY PTE LTD 113 ALJUNIED AVE 2,ChIJz-oM7SMY2jER1UqkjmIrd64,15.0,2.9,0.010197144799456152,3.467344757261073
24,CHUNGKIAW CLINIC PTE LTD,CHAS Clinic,68 JALAN JURONG KECHIL 596180,1.34054847931538,103.773649129579,CHUNGKIAW CLINIC PTE LTD 68 JALAN JURONG KECHIL,ChIJyzfhHYoQ2jERdqHgZKyn_1M,10.0,4.0,0.006798096532970768,3.476770962751122
25,CITILIFE FAMILY CLINIC,CHAS Clinic,215 JURONG EAST ST 21 600215,1.33993327230313,103.738514477814,CITILIFE FAMILY CLINIC 215 JURONG EAST ST 21,ChIJbz-fRxoQ2jERVuxOOdKGTno,5.0,3.2,0.003399048266485384,3.472261070348581
26,CITIZEN FAMILY CLINIC AND SURGERY,CHAS Clinic,102 YISHUN AVE 5 760102,1.43061830395979,103.828762985206,CITIZEN FAMILY CLINIC AND SURGERY 102 YISHUN AVE 5,ChIJG0pyl3oU2jERjM5iJyJ43mo,51.0,4.7,0.03467029231815092,3.5157235284465203
27,CLARION MEDICAL,CHAS Clinic,202 ANG MO KIO AVENUE 3 560202,1.36844644023912,103.844516260553,CLARION MEDICAL 202 ANG MO KIO AVENUE 3,ChIJ__9vAd4W2jERhTtDlecjL7E,78.0,4.9,0.05302515295717199,3.5488464919477742
28,DA Clinic @ Bishan,CHAS Clinic,501 BISHAN STREET 11 570501,1.34841689766538,103.84907733333,DA Clinic @ Bishan 501 BISHAN STREET 11,ChIJpfXbtScX2jERw2Y4yudtEzY,42.0,2.8,0.028552005438477225,3.4539687404768067
29,1 Medical Teck Ghee,CHAS Clinic,410 ANG MO KIO AVENUE 10 560410,1.36271541943285,103.854644986918,1 Medical Teck Ghee 410 ANG MO KIO AVENUE 10,ChIJq6qaFB0X2jERVTzJfaiFLfw,45.0,4.4,0.030591434398368457,3.501542113035939
30,115 EASTPOINT CLINIC & SURGERY,CHAS Clinic,115 BEDOK NORTH RD 460115,1.33143367986449,103.936865404289,115 EASTPOINT CLINIC & SURGERY 115 BEDOK NORTH RD,ChIJjbl970k92jERbh5JJVoKOiw,2.0,3.0,0.0013596193065941536,3.4725462973815637
31,18 CLINIC,CHAS Clinic,101 TOWNER ROAD 322101,1.31942539044681,103.861087462865,18 CLINIC 101 TOWNER ROAD,ChIJqe-U-tAZ2jERwNJp4nC6404,30.0,4.5,0.020394289598912305,3.494130722707989
32,"1Aesthetics, Medical & Surgery",CHAS Clinic,8 EU TONG SEN STREET 059818,1.28895619965092,103.84679624319,"1Aesthetics, Medical & Surgery 8 EU TONG SEN STREET",ChIJZd4jpA8Q2jERT8WCj_4q9XA,123.0,4.9,0.08361658735554045,3.592494667010481
33,338 FAMILY CLINIC,CHAS Clinic,338 ANG MO KIO AVE 1 560338,1.3638957019431,103.848986957423,338 FAMILY CLINIC 338 ANG MO KIO AVE 1,ChIJB-1u2OEW2jER2xZn40-GUTs,17.0,3.9,0.011556764106050306,3.478122201645611
34,57 Medical Clinic (Geylang Bahru),CHAS Clinic,57 GEYLANG BAHRU 330057,1.3235378064709,103.869147756879,57 Medical Clinic (Geylang Bahru) 57 GEYLANG BAHRU,ChIJqx_qA_QZ2jERa0_o1ufgJhM,18.0,4.8,0.012236573759347382,3.4894252678215643
35,81 FAMILY CLINIC,CHAS Clinic,86 MARINE PARADE CENTRAL 440086,1.30173721640039,103.906754510622,81 FAMILY CLINIC 86 MARINE PARADE CENTRAL,ChIJayfd33MY2jER7S2OSspi-og,41.0,4.2,0.02787219578518015,3.493447455402145
36,888 PLAZA FAMILY CLINIC,CHAS Clinic,888 WOODLANDS DRIVE 50 730888,1.43712301469225,103.79531438351,888 PLAZA FAMILY CLINIC 888 WOODLANDS DRIVE 50,ChIJQSkW_qAT2jERMkEGlR_I3OM,61.0,2.3,0.04146838885112169,3.424539370355613
37,A & A Clinic,CHAS Clinic,570B WOODLANDS AVENUE 1 732570,1.43106395467045,103.79045407864,A & A Clinic 570B WOODLANDS AVENUE 1,ChIJS6iqxqQT2jERevi6xwNmkYs,30.0,1.9,0.020394289598912305,3.441105569750817
38,A LIFE CLINIC PTE LTD,CHAS Clinic,10 SINARAN DRIVE 307506,1.3207051098625,103.844160709873,A LIFE CLINIC PTE LTD 10 SINARAN DRIVE,ChIJv-s_XecZ2jERZhWQEVvShX8,5.0,4.2,0.003399048266485384,3.475660118615066
39,A MEDICAL CLINIC,CHAS Clinic,1 EVERTON PARK 081001,1.27742654256439,103.840001188467,A MEDICAL CLINIC 1 EVERTON PARK,ChIJhx9BYC0Z2jERGf6RH1XR96w,38.0,4.5,0.02583276682528892,3.499715007384142
40,A+FFORDABLE CLINIC (AMK AVE 10),CHAS Clinic,449 ANG MO KIO AVENUE 10 560449,1.36785888235033,103.856047008296,A+FFORDABLE CLINIC (AMK AVE 10) 449 ANG MO KIO AVENUE 10,ChIJ2c0oTuMW2jEROzyPNtwjOR4,133.0,4.7,0.09041468388851122,3.584111324691158
41,A+FFORDABLE CLINIC (HOUGANG),CHAS Clinic,681 HOUGANG AVENUE 8 530681,1.37297840263115,103.885679159796,A+FFORDABLE CLINIC (HOUGANG) 681 HOUGANG AVENUE 8,ChIJrwvUueYX2jERtiXiYCt8DW8,0.0,0.0,0.0,3.4731896551724164
42,A1 Medical Clinic,CHAS Clinic,418 BEDOK NORTH AVENUE 2 460418,1.32856421162809,103.930036524412,A1 Medical Clinic 418 BEDOK NORTH AVENUE 2,ChIJEX20Y3s92jERNK5KRZhRZiQ,43.0,5.0,0.029231815091774305,3.5178210928526243
43,ABLE MEDICAL,CHAS Clinic,201D TAMPINES STREET 21 524201,1.35226231434834,103.953586491461,ABLE MEDICAL 201D TAMPINES STREET 21,ChIJ____Pxs92jERCa9qVe2Vh_A,35.0,3.1,0.02379333786539769,3.4643102276190274
44,ACMS MEDICAL CLINIC,CHAS Clinic,1 GRANGE ROAD 239693,1.30139878843175,103.837359153263,ACMS MEDICAL CLINIC 1 GRANGE ROAD,ChIJNUA7F5EZ2jEReRcnEx5pq68,14.0,3.9,0.009517335146159076,3.477251752267988
45,ACUMED MEDICAL GROUP,CHAS Clinic,16 COLLYER QUAY 049318,1.28418785545188,103.852547365584,ACUMED MEDICAL GROUP 16 COLLYER QUAY,ChIJK5DQPWQZ2jERV9bB1KLc23s,12.0,3.3,0.008157715839564922,3.4717768231791672
46,ACUMED MEDICAL GROUP,CHAS Clinic,1 JURONG WEST CENTRAL 2 648886,1.33945271688955,103.706685012636,ACUMED MEDICAL GROUP 1 JURONG WEST CENTRAL 2,ChIJmRnrx-wP2jERwiEreLONpqU,28.0,3.1,0.019034670292318152,3.4660861131297054
47,ACUMED MEDICAL GROUP,CHAS Clinic,38 TEBAN GARDENS ROAD 600038,1.32113896653504,103.742787643586,ACUMED MEDICAL GROUP 38 TEBAN GARDENS ROAD,ChIJ7al2zKUa2jER23XNvaMbc1g,14.0,2.6,0.009517335146159076,3.4648792165779816
48,ACUMED MEDICAL GROUP,CHAS Clinic,111 WOODLANDS STREET 13 730111,1.43794381737826,103.782059433299,ACUMED MEDICAL GROUP 111 WOODLANDS STREET 13,ChIJGVn5vVIS2jERE8Uxk5gOO34,13.0,2.2,0.008837525492861998,3.461937809137582
49,ACUMED MEDICAL GROUP,CHAS Clinic,64 YUNG KUANG ROAD 610064,1.33237347600046,103.722451247982,ACUMED MEDICAL GROUP 64 YUNG KUANG ROAD,ChIJJxLa-vsP2jERNKhcxWlQjuQ,28.0,3.0,0.019034670292318152,3.464182646100473
50,ACUMED MEDICAL GROUP,CHAS Clinic,71 PIONEER ROAD 639591,1.31715448633568,103.652226413178,ACUMED MEDICAL GROUP 71 PIONEER ROAD,ChIJTcHyPMgF2jERHQXIRylpt1w,5.0,3.4,0.003399048266485384,3.4729408800018775
51,ACUMED MEDICAL GROUP,CHAS Clinic,14 TUAS AVENUE 1 639499,1.32148166492796,103.66095280564,ACUMED MEDICAL GROUP 14 TUAS AVENUE 1,ChIJgZoTymQF2jERLS3n0vVuLME,0.0,0.0,0.0,3.4731896551724164
52,ADIDAH FAMILY CLINIC & SURGERY,CHAS Clinic,821 TAMPINES ST 81 520821,1.34841976695403,103.934649103244,ADIDAH FAMILY CLINIC & SURGERY 821 TAMPINES ST 81,ChIJGyKGd2s92jERkONG-pVSU80,2.0,3.5,0.0013596193065941536,3.473226107034861
53,ADMIRALTY FAMILY MEDICAL CLINIC,CHAS Clinic,693 WOODLANDS AVENUE 6 730693,1.43808788035983,103.80376495913,ADMIRALTY FAMILY MEDICAL CLINIC 693 WOODLANDS AVENUE 6,ChIJg_ysn3UT2jERMC40IofSfkc,30.0,3.2,0.020394289598912305,3.467618146229403
54,ADVANCE CLINIC & SURGERY PTE LTD,CHAS Clinic,301 UBI AVE 1 400301,1.33068802483318,103.901953041118,ADVANCE CLINIC & SURGERY PTE LTD 301 UBI AVE 1,ChIJV3uiq_AX2jERfKRJBRcWfPM,29.0,1.9,0.01971447994561523,3.4421750392648702
55,AE Medical Clinic,CHAS Clinic,467B FERNVALE LINK 792467,1.39807105477126,103.877933381804,AE Medical Clinic 467B FERNVALE LINK,ChIJISx5uHkW2jERnskNoJPMos4,23.0,4.6,0.01563562202583277,3.490808035818939
56,AIDAN MEDICAL CLINIC,CHAS Clinic,539 BEDOK NORTH STREET 3 460539,1.33131386611754,103.925307290309,AIDAN MEDICAL CLINIC 539 BEDOK NORTH STREET 3,ChIJBWrIOb892jER_PRa6ViCneU,9.0,5.0,0.006118286879673691,3.4825311188729255
57,ALEXANDRA FAMILY CLINIC & SURGERY,CHAS Clinic,57 DAWSON ROAD 142057,1.29270339832463,103.810958956801,ALEXANDRA FAMILY CLINIC & SURGERY 57 DAWSON ROAD,ChIJiZI9ky0a2jERijIarTug2xQ,25.0,4.1,0.01699524133242692,3.4838424482524233
58,ALLIANCE CLINIC AND PARTNERS PTE LTD,CHAS Clinic,652 JALAN TENAGA 410652,1.33269651937702,103.907742997146,ALLIANCE CLINIC AND PARTNERS PTE LTD 652 JALAN TENAGA,ChIJUe4FkPsX2jERS3QgBmQFl30,14.0,2.2,0.009517335146159076,3.4610722825195177
59,AMDA International Peace Clinic,CHAS Clinic,9 TAMAN SERASI 257720,1.30847204130269,103.819135632329,AMDA International Peace Clinic 9 TAMAN SERASI,ChIJsw56sY0Z2jERqbzoUzA3Gko,28.0,3.7,0.019034670292318152,3.477506915305096
60,AMITY MEDICAL CLINIC & DENTAL SURGERY,CHAS Clinic,371 BT BATOK ST 31 650371,1.35925940880518,103.75069463099,AMITY MEDICAL CLINIC & DENTAL SURGERY 371 BT BATOK ST 31,ChIJIff4EjYQ2jERS8qhFrCZ69A,11.0,3.9,0.007477906186267845,3.4763813028903656
61,AMK FAMILY CLINIC PTE LTD,CHAS Clinic,51 ANG MO KIO AVE 3 569922,1.36929729659109,103.847159445411,AMK FAMILY CLINIC PTE LTD 51 ANG MO KIO AVE 3,ChIJFx0aKOcW2jERMjq2KwXy4Ew,36.0,3.2,0.024473147518694765,3.4665038444408003
62,AMPM FAMILY CLINIC & SURGERY PTE. LTD.,CHAS Clinic,123 TOA PAYOH LOR 1 310123,1.33864901778038,103.845703844549,AMPM FAMILY CLINIC & SURGERY PTE. LTD. 123 TOA PAYOH LOR 1,ChIJw6kAz2kX2jERB-DqHg6P0DA,13.0,3.9,0.008837525492861998,3.4769616024754475
63,ANG MO KIO MEDICAL CENTRE,CHAS Clinic,157 ANG MO KIO AVE 4 560157,1.37530562129984,103.839395071325,ANG MO KIO MEDICAL CENTRE 157 ANG MO KIO AVE 4,ChIJK7WoYsMW2jERMjz_9P49dwU,65.0,4.9,0.04418762746430999,3.536237019151881
64,ANSARI FAMILY CLINIC & SURGERY,CHAS Clinic,78 LORONG  25A GEYLANG ROAD 388259,1.31592240672591,103.883338697356,ANSARI FAMILY CLINIC & SURGERY 78 LORONG  25A GEYLANG ROAD,ChIJAQAAMDsY2jEReidYKQRLoU4,64.0,2.7,0.043507817811012914,3.4395498605218155
65,APEX CLINIC & SURGERY,CHAS Clinic,844 YISHUN ST 81 760844,1.41562517359593,103.835446503405,APEX CLINIC & SURGERY 844 YISHUN ST 81,ChIJXUTTjhEU2jERQha4BXoGirM,9.0,4.2,0.006118286879673691,3.4776364893691865
66,APEX CLINIC & SURGERY,CHAS Clinic,306 WOODLANDS ST 31 730306,1.42992991950792,103.774636554647,APEX CLINIC & SURGERY 306 WOODLANDS ST 31,ChIJ____p1IS2jERFTqHJaIA9AY,19.0,4.4,0.01291638341264446,3.4851606929370145
67,APEX MEDICAL CENTRE (JURONG) PTE LTD,CHAS Clinic,960 JURONG WEST ST 92 640960,1.34138531152671,103.691459639169,APEX MEDICAL CENTRE (JURONG) PTE LTD 960 JURONG WEST ST 92,ChIJRz0LZJkP2jERN4tYjdD88WQ,16.0,3.8,0.010876954452753228,3.4767443564077944
68,AR-Raudhah Medical Clinic and Surgery Pte Ltd,CHAS Clinic,372 BUKIT BATOK STREET 31 650372,1.35866916669751,103.751213742333,AR-Raudhah Medical Clinic and Surgery Pte Ltd 372 BUKIT BATOK STREET 31,ChIJWSwxFzYQ2jERcDY_nn7DVyo,23.0,4.4,0.01563562202583277,3.487680911413772
69,ARCADIA CLINIC,CHAS Clinic,2 PANDAN VALLEY 597626,1.32044171174532,103.778972458718,ARCADIA CLINIC 2 PANDAN VALLEY,ChIJabmqUXwa2jERBUii-vz1R3o,20.0,4.5,0.013596193065941536,3.487150366862798
70,ASIAMEDIC WELLNESS ASSESSMENT CENTRE,CHAS Clinic,350 ORCHARD ROAD 238868,1.30580981572661,103.831507365278,ASIAMEDIC WELLNESS ASSESSMENT CENTRE 350 ORCHARD ROAD,ChIJjWaJoI0Z2jER9M2tbuCAZWE,100.0,4.0,0.06798096532970768,3.509002730959472
71,ASPEN CLINIC,CHAS Clinic,283 BISHAN STREET 22 570283,1.35891907140489,103.844748631654,ASPEN CLINIC 283 BISHAN STREET 22,ChIJIUkbqhgX2jERuGi1fXJQeY0,35.0,2.3,0.02379333786539769,3.4452755573267093
72,ASSOCIATE DISPENSARIES,CHAS Clinic,94 TOA PAYOH LOR 4 310094,1.33889442806175,103.849538318462,ASSOCIATE DISPENSARIES 94 TOA PAYOH LOR 4,ChIJaRJhO2kX2jERd-V_K1jNask,1.0,2.0,0.0006798096532970768,3.472188166623693
73,ASSURANCE MEDICARE CLINIC AND SURGERY,CHAS Clinic,370 TANJONG KATONG ROAD 437127,1.30288819409101,103.896729088429,ASSURANCE MEDICARE CLINIC AND SURGERY 370 TANJONG KATONG ROAD,ChIJ1wNt_msY2jERAInNTyZp7tM,23.0,3.3,0.01563562202583277,3.4704817271853563
74,ATLAS PACIFIC MEDICAL,CHAS Clinic,428 RIVER VALLEY ROAD 248327,1.29446098576164,103.827620903348,ATLAS PACIFIC MEDICAL 428 RIVER VALLEY ROAD,ChIJRTjcHIQZ2jERIlUMIvhyh-s,30.0,4.6,0.020394289598912305,3.4961701516678803
75,ATRIO FAMILY CLINIC (AMK) PTE. LTD.,CHAS Clinic,532 ANG MO KIO AVENUE 10 560532,1.37380851529933,103.854594160953,ATRIO FAMILY CLINIC (AMK) PTE. LTD. 532 ANG MO KIO AVENUE 10,ChIJGTczjO8W2jERGYJW3OLmQyM,28.0,3.8,0.019034670292318152,3.479410382334328
76,Acacia Medical Clinic,CHAS Clinic,180 DEPOT ROAD 109684,1.28220135432784,103.803023755955,Acacia Medical Clinic 180 DEPOT ROAD,ChIJgQkh3Mgb2jER4JyUIHj648k,19.0,4.3,0.01291638341264446,3.48386905459575
77,AcuMed Medical Group,CHAS Clinic,301 BOON LAY WAY 649846,1.33845148863534,103.70592708661,AcuMed Medical Group 301 BOON LAY WAY,ChIJr-kR6OwP2jERrIaMsBlNn1c,18.0,3.0,0.012236573759347382,3.4673994350547392
78,AcuMed Medical Group,CHAS Clinic,214 Bedok North Street 1 460214,1.32587565153874,103.932493034946,AcuMed Medical Group 214 Bedok North Street 1,ChIJ0Q7xSks92jERemmbPKn_zg4,33.0,2.8,0.022433718558803536,3.4580875079115807
79,AcuMed Medical Group,CHAS Clinic,215C COMPASSVALE DRIVE 543215,1.38977026270373,103.892787161386,AcuMed Medical Group 215C COMPASSVALE DRIVE,ChIJD7Qe4RIW2jERd9xUCvcdy8s,20.0,4.6,0.013596193065941536,3.4885099861693925
80,Acumed Medical Group,CHAS Clinic,1 JOO KOON CIRCLE 629117,1.32561767794228,103.678409741881,Acumed Medical Group 1 JOO KOON CIRCLE,ChIJ9e3t90sF2jERFcR33s3hrac,8.0,2.5,0.005438477226376614,3.467896985395816
81,Acumed Medical Group,CHAS Clinic,128 TUAS SOUTH AVENUE 3 637370,1.28909462597839,103.626524577792,Acumed Medical Group 128 TUAS SOUTH AVENUE 3,ChIJq6rqvIcG2jERWygyIZVET-I,3.0,2.3,0.0020394289598912306,3.4707970182142134
82,Affinity Medical Clinic,CHAS Clinic,253 SERANGOON CENTRAL DRIVE 550253,1.35403939788243,103.870851534198,Affinity Medical Clinic 253 SERANGOON CENTRAL DRIVE,ChIJS-ujxkEX2jERgu9clfcvaKQ,21.0,3.1,0.014276002719238613,3.4678619986403834
83,"Allergy, Arthritis & Rheumatism Clinic",CHAS Clinic,1 FARRER PARK STATION ROAD 217562,1.31247324146379,103.853929522028,"Allergy, Arthritis & Rheumatism Clinic 1 FARRER PARK STATION ROAD",ChIJr57ad8YZ2jERAvlKobHmC5E,1.0,1.0,0.0006798096532970768,3.471508356970396
84,Allhealth Family Clinic,CHAS Clinic,872C TAMPINES STREET 86 523872,1.35524290247104,103.931623628634,Allhealth Family Clinic 872C TAMPINES STREET 86,ChIJM2cQ93E92jERJa1cc6yHujY,26.0,4.2,0.017675050985723997,3.4860360650741957
85,Ally Health,CHAS Clinic,46-2 COMMONWEALTH DRIVE 140462,1.29996199426431,103.798227586733,Ally Health 46-2 COMMONWEALTH DRIVE,ChIJYz9rMcsb2jERshO2J5ihWuc,0.0,0.0,0.0,3.4731896551724164
86,Ang Mo Kio Family Medicine Clinic,CHAS Clinic,4190 ANG MO KIO AVENUE 6 569841,1.37193728999032,103.845949440183,Ang Mo Kio Family Medicine Clinic 4190 ANG MO KIO AVENUE 6,ChIJ7VF9MeYW2jER6G15kLhhCfA,17.0,2.7,0.011556764106050306,3.4642540847183505
87,Anteh Dispensary Pte Ltd,CHAS Clinic,1 LORONG 22 GEYLANG 398664,1.31277604579897,103.882455638548,Anteh Dispensary Pte Ltd 1 LORONG 22 GEYLANG,ChIJMVM176MZ2jERIOwtili8GAc,1.0,5.0,0.0006798096532970768,3.474227595583584
88,Apollo Medical Centre,CHAS Clinic,668 CHANDER ROAD 210668,1.30758123998287,103.851478219833,Apollo Medical Centre 668 CHANDER ROAD,ChIJP3_cqbgZ2jERvqll4jbwJf8,46.0,1.7,0.03127124405166554,3.417739808715631
89,Asia HealthPartners,CHAS Clinic,304 ORCHARD ROAD 238863,1.30450610034739,103.833961913411,Asia HealthPartners 304 ORCHARD ROAD,ChIJVVWVbZIZ2jERRRwybi_KrEY,0.0,0.0,0.0,3.4731896551724164
90,Atrio Family Clinic,CHAS Clinic,291 YISHUN STREET 22 760291,1.43576080433402,103.836723874387,Atrio Family Clinic 291 YISHUN STREET 22,ChIJ6_kCo2MU2jERSyLbheJS4hU,100.0,3.3,0.06798096532970768,3.4614160552286766
91,B S CHEW CLINIC,CHAS Clinic,252 JURONG EAST ST 24 600252,1.34302644245795,103.738145286322,B S CHEW CLINIC 252 JURONG EAST ST 24,ChIJdz5jpRkQ2jERIZDw_lP2Ecg,14.0,3.0,0.009517335146159076,3.468686150636445
92,B T GOH FAMILY CLINIC & SURGERY,CHAS Clinic,194 KIM KEAT AVE 310194,1.33093933661869,103.858181908966,B T GOH FAMILY CLINIC & SURGERY 194 KIM KEAT AVE,ChIJQdg5jHwX2jERmDNvZy032Wo,8.0,5.0,0.005438477226376614,3.4814931784617578
93,BALKIS FAMILY CLINIC,CHAS Clinic,631 BEDOK RESERVOIR RD 470631,1.33295923548327,103.914941831149,BALKIS FAMILY CLINIC 631 BEDOK RESERVOIR RD,ChIJnV2g11c92jER5LOYZxRutvs,15.0,3.7,0.010197144799456152,3.475502473100638
94,BEDOK  CENTRAL CLINIC,CHAS Clinic,214 BEDOK NORTH STREET 1 460214,1.32587565153874,103.932493034946,BEDOK  CENTRAL CLINIC 214 BEDOK NORTH STREET 1,ChIJ16j1srQi2jERO6Q9Pix1mJo,15.0,2.5,0.010197144799456152,3.4632658993412906
95,BEDOK CLINIC & SURGERY(Family Medical Centre),CHAS Clinic,17 BEDOK SOUTH RD 460017,1.32014882956642,103.935563486314,BEDOK CLINIC & SURGERY(Family Medical Centre) 17 BEDOK SOUTH RD,ChIJEfeDQrYi2jERj5gDp7JpZFs,28.0,1.5,0.019034670292318152,3.435630640661996
